e
M0007
Pda8000000 ;ba80456E7p,14,215,40
Pda8038D7Eu;ba759B795f,14,20C,46
Pda803A0D8u;ba8E27D1Ef,14,20C,46
Pda803B432u;ba6DB924Ef,14,20C,45
Pda803C78Cu;ba956999Ef,14,20C,45
Pda803DAE6u;ba6ADB34Af,14,20C,45
Pda803EE40u;ba956999Ef,14,20C,45
Pda804019Au;ba6A7F76Af,14,20C,45
Pda80414F3u;ba953BBAEf,14,20C,45
Pda804284Du;ba69C7FAAf,14,20C,45
Pda8043BA7u;ba9387F44f,14,20C,46
Pda8044F01u;ba6B36F2Af,14,20C,45
Pda804625Bu;ba8F3B0BFf,14,20C,46
Pda80475B5u;ba7261CB2f,14,20C,46
Pda804890Fu;ba8B77C0Bf,14,20C,46
Pda8049C68u;ba7C25C54f,14,20C,46
Pda804AFC2u;ba7F03B58f,14,20C,46
Pda804C31Cu;ba8827230f,14,20C,47
Pda804D676u;ba758489Ef,14,20C,46
Pda804E9D0u;ba8E10E26f,14,20C,46
Pda804FD2Au;ba6DD0144f,14,20C,45
Pda8051083u;ba9580896f,14,20C,45
Pda80523DDu;ba6ADB34Af,14,20C,45
Pda8053737u;ba956999Ef,14,20C,45
Pda8054A91u;ba6A96662f,14,20C,45
Pda8055DEBu;ba953BBAEf,14,20C,45
Pda8057145u;ba69C7FAAf,14,20C,45
Pda805849Fu;ba9387F44f,14,20C,46
Pda80597F8u;ba6B36F2Af,14,20C,45
Pda805AB52u;ba8F51FB7f,14,20C,46
Pda805BEACu;ba724ADBAf,14,20C,46
Pda805D206u;ba8B77C0Bf,14,20C,46
Pda805E560u;ba7C3CB4Cf,14,20C,46
Pda805F8BAu;ba7F1AA50f,14,20C,46
Pda8060C14u;ba8827230f,14,20C,47
Pda8061F6Du;ba759B795f,14,20C,46
Pda80632C7u;ba8E27D1Ef,14,20C,46
Pda8064621u;ba6DE703Ef,14,20C,45
Pda806597Bu;ba9580896f,14,20C,45
Pda8066CD5u;ba6AC4452f,14,20C,45
Pda806802Fu;ba956999Ef,14,20C,45
Pda8069388u;ba6A96662f,14,20C,45
Pda806A6E2u;ba953BBAEf,14,20C,45
Pda806BA3Cu;ba69B10B0f,14,20C,45
Pda806CD96u;ba9387F44f,14,20C,46
Pda806E0F0u;ba6B20034f,14,20C,45
Pda806F44Au;ba8F51FB7f,14,20C,46
Pda80707A4u;ba724ADBAf,14,20C,46
Pda8071AFDu;ba8B8EB04f,14,20C,46
Pda8072E57u;ba7C3CB4Cf,14,20C,46
Pda80741B1u;ba7F1AA50f,14,20C,46
Pda807550Bu;ba8827230f,14,20C,47
Pda8076865u;ba759B795f,14,20C,46
Pda8077BBFu;ba8E10E26f,14,20C,46
Pda8078F19u;ba6DB924Ef,14,20C,45
Pda807A272u;ba9580896f,14,20C,45
Pda8078F19u;ba6AC4452f,14,20C,45
Pda8077BBFu;ba9580896f,14,20C,45
Pda8076865u;ba6A96662f,14,20C,45
Pda807550Bu;ba953BBAEf,14,20C,45
Pda80741B1u;ba69C7FAAf,14,20C,45
Pda8072E57u;ba937104Cf,14,20C,46
Pda8071AFDu;ba6B36F2Af,14,20C,45
Pda80707A4u;ba8F3B0BFf,14,20C,46
Pda806F44Au;ba7261CB2f,14,20C,46
Pda806E0F0u;ba8B60D14f,14,20C,46
Pda806CD96u;ba7C53A45f,14,20C,46
Pda806BA3Cu;ba7ED5D67f,14,20C,46
Pda806A6E2u;ba8827230f,14,20C,47
Pda8069388u;ba756D9A5f,14,20C,46
Pda806802Fu;ba8E3EC16f,14,20C,46
Pda8066CD5u;ba6DA2356f,14,20C,45
Pda806597Bu;ba9580896f,14,20C,45
Pda8064621u;ba6ADB34Af,14,20C,45
Pda80632C7u;ba956999Ef,14,20C,45
Pda8061F6Du;ba6A96662f,14,20C,45
Pda8060C14u;ba9524CB6f,14,20C,45
Pda805F8BAu;ba69C7FAAf,14,20C,45
Pda805E560u;ba937104Cf,14,20C,46
Pda805D206u;ba6B64D1Af,14,20C,45
Pda805BEACu;ba8F3B0BFf,14,20C,46
Pda805AB52u;ba7278BABf,14,20C,46
Pda80597F8u;ba8B32F23f,14,20C,46
Pda805849Fu;ba7C53A45f,14,20C,46
Pda8057145u;ba7EA7F77f,14,20C,46
Pda8055DEBu;ba883E128f,14,20C,47
Pda8054A91u;ba756D9A5f,14,20C,46
Pda8053737u;ba8E3EC16f,14,20C,46
Pda80523DDu;ba6D8B45Ef,14,20C,45
Pda8051083u;ba9580896f,14,20C,45
Pda804FD2Au;ba6AC4452f,14,20C,45
Pda804E9D0u;ba956999Ef,14,20C,45
Pda804D676u;ba6A96662f,14,20C,45
Pda804C31Cu;ba953BBAEf,14,20C,45
Pda804AFC2u;ba69DEEA2f,14,20C,45
Pda8049C68u;ba9387F44f,14,20C,46
Pda804890Fu;ba6B4DE22f,14,20C,45
Pda80475B5u;ba8F68EB0f,14,20C,46
Pda804625Bu;ba724ADBAf,14,20C,46
Pda8044F01u;ba8B60D14f,14,20C,46
Pda8043BA7u;ba7C0ED5Df,14,20C,46
Pda804284Du;ba7F03B58f,14,20C,46
Pda80414F3u;ba8810338f,14,20C,47
Pda804019Au;ba759B795f,14,20C,46
Pda803EE40u;ba8E10E26f,14,20C,46
Pda803DAE6u;ba6DD0144f,14,20C,46
Pda803C78Cu;ba9580896f,14,20C,45
Pda803B432u;ba6AC4452f,14,20C,45
Pda803A0D8u;ba9580896f,14,20C,45
Pda8038D7Eu;ba6A96662f,14,20C,45
Pda8037A25u;ba953BBAEf,14,20C,45
Pda80366CBu;ba6A0CC92f,14,20C,45
Pda8035371u;ba939EE3Cf,14,20C,46
Pda8034017u;ba6B36F2Af,14,20C,45
Pda8032CBDu;ba8FADB99f,14,20C,46
Pda8031963u;ba72060D2f,14,20C,46
Pda803060Au;ba8BBC8F4f,14,20C,46
Pda802F2B0u;ba7B8538Cf,14,20C,46
Pda802DF56u;ba7FBB318f,14,20C,46
Pda802CBFCu;ba87CB650f,14,20C,47
Pda802B8A2u;ba75F7376f,14,20C,46
Pda802A548u;ba8DB5246f,14,20C,46
Pda80291EEu;ba6E59B16f,14,20C,46
Pda8027E95u;ba9580896f,14,20C,45
Pda8026B3Bu;ba6AC4452f,14,20C,45
Pda80257E1u;ba956999Ef,14,20C,45
Pda8024487u;ba6A96662f,14,20C,45
Pda802312Du;ba953BBAEf,14,20C,45
Pda8021DD3u;ba6A3AA82f,14,20C,45
PdaFF8EC70n;ba93B5D34f,14,20C,45
PdaFAD5570n;ba6B0913Cf,14,20C,45
PdaF61BE78n;ba8FF2880f,14,20C,46
PdaF162780n;ba71AA4F2f,14,20C,46
PdaECA9080n;ba8C015DCf,14,20C,46
PdaE7EF988n;ba7AFB9BBf,14,20C,46
PdaE336290n;ba8072AD8f,14,20C,46
PdaDE7CB90n;ba8786968f,14,20C,47
PdaD9C3498n;ba7652F57f,14,20C,46
PdaD509DA0n;ba8D59665f,14,20C,46
PdaD0506A8n;ba6EE34E6f,14,20C,46
PdaCB96FA8n;ba956999Ef,14,20C,45
PdaC6DD8A8n;ba6AC4452f,14,20C,45
PdaC2241B8n;ba956999Ef,14,20C,45
PdaBD6AAB8n;ba6A7F76Af,14,20C,45
PdaB8B13C0n;ba9552AA6f,14,20C,45
PdaB3F7CC4n;ba6A68872f,14,20C,45
PdaAF3E5C8n;ba93E3B24f,14,20C,45
PdaAA84ED0n;ba6ADB34Af,14,20C,45
PdaA5CB7D4n;ba9065358f,14,20C,46
PdaA1120DCn;ba7137A19f,14,20C,46
Pda9C589E0n;ba8C462C4f,14,20C,46
Pda979F2E4n;ba7A441FBf,14,20C,46
Pda92E5BEAn;ba816EF81f,14,20C,46
Pda8E2C4F0n;ba86E609Ff,14,20C,47
Pda8972DF5n;ba76C5A2Ff,14,20C,46
Pda84B96FAn;ba8CE6B8Df,14,20C,46
-
C0001
Pda8000000 ;ba6F55FBEf,14,20C,46
Pda84B96FAn;ba950DDBEf,14,20C,45
Pda8972DF5n;ba6A96662f,14,20C,45
Pda8E2C4F0n;ba9552AA6f,14,20C,45
Pda92E5BEAn;ba6A96662f,14,20C,45
Pda979F2E4n;ba9552AA6f,14,20C,45
Pda9C589E0n;ba6A96662f,14,20C,45
PdaA1120DCn;ba93E3B24f,14,20C,45
PdaA5CB7D4n;ba6AC4452f,14,20C,45
PdaAA84ED0n;ba9020670f,14,20C,46
PdaAF3E5C8n;ba714E912f,14,20C,46
PdaB3F7CC4n;ba8C462C4f,14,20C,46
PdaB8B13C0n;ba79E861Af,14,20C,46
PdaBD6AAB8n;ba82B0112f,14,20C,46
PdaC2241B8n;ba85A4F0Df,14,20C,46
PdaC6DD8A8n;ba7806BC0f,14,20C,46
PdaCB96FA8n;ba8B77C0Bf,14,20C,46
PdaD0506A8n;ba7165808f,14,20C,46
PdaD509DA0n;ba92D0782f,14,20C,45
PdaD9C3498n;ba6C611C4f,14,20C,45
PdaDE7CB90n;ba939EE3Cf,14,20C,45
PdaE336290n;ba6C4A2CCf,14,20C,45
PdaE7EF988n;ba939EE3Cf,14,20C,45
PdaECA9080n;ba6C055E4f,14,20C,45
PdaF162780n;ba9274BA2f,14,20C,45
PdaF61BE78n;ba6BA9A04f,14,20C,45
PdaFAD5570n;ba8FF2880f,14,20C,45
PdaFF8EC70n;ba714E912f,14,20C,46
Pda8021DD3u;ba8C740B5f,14,20C,46
Pda802312Du;ba795EC4Af,14,20C,46
Pda8024487u;ba83DA3ACf,14,20C,46
Pda80257E1u;ba84A8A65f,14,20C,46
Pda8026B3Bu;ba78A7489f,14,20C,46
Pda8027E95u;ba8AD7343f,14,20C,46
Pda80291EEu;ba721CFCAf,14,20C,46
Pda802A548u;ba922FEBCf,14,20C,45
Pda802B8A2u;ba6C4A2CCf,14,20C,45
Pda802CBFCu;ba93B5D34f,14,20C,45
Pda802DF56u;ba6C4A2CCf,14,20C,45
Pda802F2B0u;ba93CCC2Cf,14,20C,45
Pda803060Au;ba6C055E4f,14,20C,45
Pda8031963u;ba92D0782f,14,20C,45
Pda8032CBDu;ba6B4DE22f,14,20C,45
Pda8034017u;ba907C250f,14,20C,45
Pda8035371u;ba7069360f,14,20C,45
Pda80366CBu;ba8CCFC95f,14,20C,46
Pda8037A25u;ba784B8A8f,14,20C,46
Pda8038D7Eu;ba8532435f,14,20C,46
Pda803A0D8u;ba83509DBf,14,20C,46
Pda803B432u;ba795EC4Af,14,20C,46
Pda803C78Cu;ba8A36A7Af,14,20C,46
Pda803DAE6u;ba72EB683f,14,20C,46
Pda803EE40u;ba914A908f,14,20C,46
Pda804019Au;ba6C611C4f,14,20C,45
Pda80414F3u;ba93B5D34f,14,20C,45
Pda804284Du;ba6C611C4f,14,20C,45
Pda8043BA7u;ba93E3B24f,14,20C,45
Pda8044F01u;ba6C1C4DCf,14,20C,45
Pda804625Bu;ba935A152f,14,20C,45
Pda80475B5u;ba69B10B0f,14,20C,45
Pda804890Fu;ba92020CAf,14,20C,46
Pda8049C68u;ba6E9E7FEf,14,20C,46
Pda804AFC2u;ba8DCC13Ef,14,20C,46
Pda804C31Cu;ba7680D46f,14,20C,46
Pda804D676u;ba86B82AFf,14,20C,46
Pda804E9D0u;ba81E1A5Af,14,20C,46
Pda804FD2Au;ba795EC4Af,14,20C,46
Pda8051083u;ba8A36A7Af,14,20C,46
Pda80523DDu;ba72A699Bf,14,20C,46
Pda8053737u;ba91786FAf,14,20C,46
Pda8054A91u;ba6AF2242f,14,20C,45
Pda8055DEBu;ba953BBAEf,14,20C,45
Pda8057145u;ba6AF2242f,14,20C,45
Pda805849Fu;ba9524CB6f,14,20C,45
Pda80597F8u;ba6ADB34Af,14,20C,45
Pda805AB52u;ba949B2E6f,14,20C,45
Pda805BEACu;ba69C7FAAf,14,20C,45
Pda805D206u;ba9218FC2f,14,20C,46
Pda805E560u;ba6DB924Ef,14,20C,45
Pda805F8BAu;ba8E10E26f,14,20C,46
Pda8060C14u;ba753FBB5f,14,20C,46
Pda8061F6Du;ba8810338f,14,20C,46
Pda80632C7u;ba8000000 ,14,20C,46
Pda8064621u;ba7A88EE2f,14,20C,46
Pda806597Bu;ba89683C1f,14,20C,46
Pda8066CD5u;ba73B9D3Cf,14,20C,46
Pda806802Fu;ba904E460f,14,20C,46
Pda8069388u;ba6BA9A04f,14,20C,45
Pda806A6E2u;ba94F6EC4f,14,20C,45
Pda806BA3Cu;ba6B20034f,14,20C,45
Pda806CD96u;ba9552AA6f,14,20C,45
Pda806E0F0u;ba6AF2242f,14,20C,45
Pda806F44Au;ba949B2E6f,14,20C,45
Pda80707A4u;ba69C7FAAf,14,20C,45
Pda8071AFDu;ba9246DB2f,14,20C,46
Pda8072E57u;ba6CEAB94f,14,20C,45
Pda80741B1u;ba8E55B0Ef,14,20C,46
Pda807550Bu;ba744370Cf,14,20C,46
Pda8076865u;ba89236D9f,14,20C,46
Pda8077BBFu;ba7E9107Ff,14,20C,46
Pda8078F19u;ba7BE0F6Cf,14,20C,46
Pda807A272u;ba88F58E9f,14,20C,46
Pda8078F19u;ba745A604f,14,20C,46
Pda8077BBFu;ba8F7FDA8f,14,20C,46
Pda8076865u;ba6C333D4f,14,20C,45
Pda807550Bu;ba956999Ef,14,20C,45
Pda80741B1u;ba6ADB34Af,14,20C,45
Pda8072E57u;ba956999Ef,14,20C,45
Pda8071AFDu;ba6A96662f,14,20C,45
Pda80707A4u;ba950DDBEf,14,20C,45
Pda806F44Au;ba69C7FAAf,14,20C,45
Pda806E0F0u;ba92E767Af,14,20C,46
Pda806CD96u;ba6C1C4DCf,14,20C,45
Pda806BA3Cu;ba8EB16EEf,14,20C,46
Pda806A6E2u;ba733036Bf,14,20C,46
Pda8069388u;ba8A6486Bf,14,20C,46
Pda806802Fu;ba7D220FEf,14,20C,46
Pda8066CD5u;ba7DABACEf,14,20C,46
Pda806597Bu;ba87E2547f,14,20C,46
Pda8064621u;ba75E047Df,14,20C,46
Pda80632C7u;ba8D87455f,14,20C,46
Pda8061F6Du;ba6E9E7FEf,14,20C,45
Pda8060C14u;ba9411914f,14,20C,45
Pda805F8BAu;ba6C1C4DCf,14,20C,45
Pda805E560u;ba9411914f,14,20C,45
Pda805D206u;ba6BD77F4f,14,20C,45
Pda805BEACu;ba93CCC2Cf,14,20C,45
Pda805AB52u;ba6B0913Cf,14,20C,45
Pda80597F8u;ba9246DB2f,14,20C,45
Pda805849Fu;ba6C4A2CCf,14,20C,45
Pda8057145u;ba8EB16EEf,14,20C,46
Pda8055DEBu;ba72A699Bf,14,20C,46
Pda8054A91u;ba8B60D14f,14,20C,46
Pda8053737u;ba7B5759Bf,14,20C,46
Pda80523DDu;ba8072AD8f,14,20C,46
Pda8051083u;ba86FCF97f,14,20C,46
Pda804FD2Au;ba7738507f,14,20C,46
Pda804E9D0u;ba8C462C4f,14,20C,46
Pda804D676u;ba7024678f,14,20C,45
Pda804C31Cu;ba93E3B24f,14,20C,45
Pda804AFC2u;ba6C333D4f,14,20C,45
Pda8049C68u;ba93E3B24f,14,20C,45
Pda804890Fu;ba6C055E4f,14,20C,45
Pda80475B5u;ba93E3B24f,14,20C,45
Pda804625Bu;ba6B7BC14f,14,20C,45
Pda8044F01u;ba928BA9Af,14,20C,45
Pda8043BA7u;ba6BC08FAf,14,20C,45
Pda804284Du;ba8FADB99f,14,20C,46
Pda80414F3u;ba71AA4F2f,14,20C,46
Pda804019Au;ba8C2F3CDf,14,20C,46
Pda803EE40u;ba79E861Af,14,20C,46
Pda803DAE6u;ba82C700Af,14,20C,46
Pda803C78Cu;ba857711Ef,14,20C,46
Pda803B432u;ba78349B0f,14,20C,46
Pda803A0D8u;ba8B49E1Bf,14,20C,46
Pda8038D7Eu;ba717C701f,14,20C,46
Pda8037A25u;ba92D0782f,14,20C,45
Pda80366CBu;ba6C1C4DCf,14,20C,45
Pda8035371u;ba93E3B24f,14,20C,45
Pda8034017u;ba6C1C4DCf,14,20C,45
Pda8032CBDu;ba93E3B24f,14,20C,45
Pda8031963u;ba6BEE6ECf,14,20C,45
Pda803060Au;ba92D0782f,14,20C,45
Pda802F2B0u;ba6B4DE22f,14,20C,45
Pda802DF56u;ba9065358f,14,20C,45
Pda802CBFCu;ba70C4F41f,14,20C,45
Pda802B8A2u;ba8CB8D9Df,14,20C,46
Pda802A548u;ba78A7489f,14,20C,46
Pda80291EEu;ba8491B6Cf,14,20C,46
Pda8027E95u;ba83C34B4f,14,20C,46
Pda8026B3Bu;ba7903069f,14,20C,46
Pda80257E1u;ba8A6486Bf,14,20C,46
Pda8024487u;ba7278BABf,14,20C,46
Pda802312Du;ba91BD3E2f,14,20C,46
Pda8021DD3u;ba6C1C4DCf,14,20C,45
PdaFF8EC70n;ba93CCC2Cf,14,20C,45
PdaFAD5570n;ba6C333D4f,14,20C,45
PdaF61BE78n;ba93FAA1Cf,14,20C,45
PdaF162780n;ba6C055E4f,14,20C,45
PdaECA9080n;ba931546Cf,14,20C,45
PdaE7EF988n;ba6B0913Cf,14,20C,45
PdaE336290n;ba9105C22f,14,20C,45
PdaDE7CB90n;ba6FC8A96f,14,20C,45
PdaD9C3498n;ba8D1497Df,14,20C,46
PdaD509DA0n;ba770A717f,14,20C,46
PdaD0506A8n;ba86457D6f,14,20C,46
PdaCB96FA8n;ba819CD71f,14,20C,46
PdaC6DD8A8n;ba79E861Af,14,20C,46
PdaC2241B8n;ba897F2BAf,14,20C,46
PdaBD6AAB8n;ba738BF4Bf,14,20C,46
PdaB8B13C0n;ba907C250f,14,20C,46
PdaB3F7CC4n;ba6C1C4DCf,14,20C,45
PdaAF3E5C8n;ba93FAA1Cf,14,20C,45
PdaAA84ED0n;ba6C1C4DCf,14,20C,45
PdaA5CB7D4n;ba9411914f,14,20C,45
PdaA1120DCn;ba6BEE6ECf,14,20C,45
Pda9C589E0n;ba937104Cf,14,20C,45
Pda979F2E4n;ba6B0913Cf,14,20C,45
Pda92E5BEAn;ba91A64EAf,14,20C,45
Pda8E2C4F0n;ba6E87906f,14,20C,45
Pda8972DF5n;ba8D59665f,14,20C,46
Pda84B96FAn;ba756D9A5f,14,20C,46
-
C0002
Pda8000000 ;ba8810338f,14,20C,46
Pda84B96FAn;ba7EECC5Ff,14,20C,46
Pda8972DF5n;ba7B9C284f,14,20C,46
Pda8E2C4F0n;ba8882E11f,14,20C,46
Pda92E5BEAn;ba74B61E5f,14,20C,46
Pda979F2E4n;ba8EF63D7f,14,20C,46
Pda9C589E0n;ba6D46774f,14,20C,45
PdaA1120DCn;ba942880Cf,14,20C,45
PdaA5CB7D4n;ba6C333D4f,14,20C,45
PdaAA84ED0n;ba942880Cf,14,20C,45
PdaAF3E5C8n;ba6BEE6ECf,14,20C,45
PdaB3F7CC4n;ba93B5D34f,14,20C,45
PdaB8B13C0n;ba6B36F2Af,14,20C,45
PdaBD6AAB8n;ba91EB1D2f,14,20C,45
PdaC2241B8n;ba6D74566f,14,20C,45
PdaC6DD8A8n;ba8DF9F2Ef,14,20C,46
PdaCB96FA8n;ba741591Cf,14,20C,46
PdaD0506A8n;ba89AD0A9f,14,20C,46
PdaD509DA0n;ba7D220FEf,14,20C,46
PdaD9C3498n;ba7DABACEf,14,20C,46
PdaDE7CB90n;ba87CB650f,14,20C,46
PdaE336290n;ba75C9586f,14,20C,46
PdaE7EF988n;ba8DCC13Ef,14,20C,46
PdaECA9080n;ba6E59B16f,14,20C,45
PdaF162780n;ba942880Cf,14,20C,45
PdaF61BE78n;ba6C1C4DCf,14,20C,45
PdaFAD5570n;ba942880Cf,14,20C,45
PdaFF8EC70n;ba6BD77F4f,14,20C,45
Pda8021DD3u;ba93E3B24f,14,20C,45
Pda802312Du;ba6B4DE22f,14,20C,45
Pda8024487u;ba922FEBCf,14,20C,45
Pda80257E1u;ba6CA5EAEf,14,20C,45
Pda8026B3Bu;ba8E9A7F8f,14,20C,46
Pda8027E95u;ba730257Af,14,20C,46
Pda80291EEu;ba8AD7343f,14,20C,46
Pda802A548u;ba7BCA074f,14,20C,46
Pda802B8A2u;ba7F5F738f,14,20C,46
Pda802CBFCu;ba8741C7Ff,14,20C,46
Pda802DF56u;ba7697C3Ff,14,20C,46
Pda802F2B0u;ba8CE6B8Df,14,20C,46
Pda803060Au;ba6F55FBEf,14,20C,45
Pda8031963u;ba9411914f,14,20C,45
Pda8032CBDu;ba6C333D4f,14,20C,45
Pda8034017u;ba9411914f,14,20C,45
Pda8035371u;ba6BD77F4f,14,20C,45
Pda80366CBu;ba93FAA1Cf,14,20C,45
Pda8037A25u;ba6B4DE22f,14,20C,45
Pda8038D7Eu;ba928BA9Af,14,20C,45
Pda803A0D8u;ba6C1C4DCf,14,20C,45
Pda803B432u;ba8F3B0BFf,14,20C,46
Pda803C78Cu;ba724ADBAf,14,20C,46
Pda803DAE6u;ba8BA59FCf,14,20C,46
Pda803EE40u;ba7ACDBCBf,14,20C,46
Pda804019Au;ba80E55B0f,14,20C,46
Pda80414F3u;ba86E609Ff,14,20C,46
Pda804284Du;ba7738507f,14,20C,46
Pda8043BA7u;ba8C5D1BDf,14,20C,46
Pda8044F01u;ba700D780f,14,20C,46
Pda804625Bu;ba942880Cf,14,20C,45
Pda80475B5u;ba6BC08FAf,14,20C,45
Pda804890Fu;ba943F706f,14,20C,45
Pda8049C68u;ba6BC08FAf,14,20C,45
Pda804AFC2u;ba942880Cf,14,20C,45
Pda804C31Cu;ba6B64D1Af,14,20C,45
Pda804D676u;ba92B988Cf,14,20C,45
Pda804E9D0u;ba6B92B0Cf,14,20C,45
Pda804FD2Au;ba8FDB988f,14,20C,46
Pda8051083u;ba717C701f,14,20C,46
Pda80523DDu;ba8C462C4f,14,20C,46
Pda8053737u;ba79D1722f,14,20C,46
Pda8054A91u;ba82C700Af,14,20C,46
Pda8055DEBu;ba857711Ef,14,20C,46
Pda8057145u;ba781DAB9f,14,20C,46
Pda805849Fu;ba8B60D14f,14,20C,46
Pda80597F8u;ba7165808f,14,20C,46
Pda805AB52u;ba92E767Af,14,20C,45
Pda805BEACu;ba6C055E4f,14,20C,45
Pda805D206u;ba93FAA1Cf,14,20C,45
Pda805E560u;ba6BC08FAf,14,20C,45
Pda805F8BAu;ba942880Cf,14,20C,45
Pda8060C14u;ba6BA9A04f,14,20C,45
Pda8061F6Du;ba92FE574f,14,20C,45
Pda80632C7u;ba6B0913Cf,14,20C,45
Pda8064621u;ba907C250f,14,20C,46
Pda806597Bu;ba7080258f,14,20C,46
Pda8066CD5u;ba8CCFC95f,14,20C,46
Pda806802Fu;ba7890591f,14,20C,46
Pda8069388u;ba8491B6Cf,14,20C,46
Pda806A6E2u;ba83F12A3f,14,20C,46
Pda806BA3Cu;ba78EC171f,14,20C,46
Pda806CD96u;ba8A9265Bf,14,20C,46
Pda806E0F0u;ba724ADBAf,14,20C,46
Pda806F44Au;ba91EB1D2f,14,20C,46
Pda80707A4u;ba6BEE6ECf,14,20C,45
Pda8071AFDu;ba93E3B24f,14,20C,45
Pda8072E57u;ba6C333D4f,14,20C,45
Pda80741B1u;ba93FAA1Cf,14,20C,45
Pda807550Bu;ba6C055E4f,14,20C,45
Pda8076865u;ba92FE574f,14,20C,45
Pda8077BBFu;ba6ADB34Af,14,20C,45
Pda8078F19u;ba90D7E30f,14,20C,45
Pda807A272u;ba6FB1BA0f,14,20C,45
Pda8078F19u;ba8D4276Df,14,20C,46
Pda8077BBFu;ba770A717f,14,20C,46
Pda8076865u;ba862E8DEf,14,20C,46
Pda807550Bu;ba820F84Af,14,20C,46
Pda80741B1u;ba79BA82Af,14,20C,46
Pda8072E57u;ba89C3FA2f,14,20C,46
Pda8071AFDu;ba7347263f,14,20C,46
Pda80707A4u;ba90C0F38f,14,20C,46
Pda806F44Au;ba6BEE6ECf,14,20C,45
Pda806E0F0u;ba9411914f,14,20C,45
Pda806CD96u;ba6C055E4f,14,20C,45
Pda806BA3Cu;ba942880Cf,14,20C,45
Pda806A6E2u;ba6BD77F4f,14,20C,45
Pda8069388u;ba937104Cf,14,20C,45
Pda806802Fu;ba6A96662f,14,20C,45
Pda8066CD5u;ba914A908f,14,20C,45
Pda806597Bu;ba6E9E7FEf,14,20C,45
Pda8064621u;ba8D7055Ef,14,20C,46
Pda80632C7u;ba75C9586f,14,20C,46
Pda8061F6Du;ba879D85Ff,14,20C,46
Pda8060C14u;baD997920a,14,20C,46
Pda805F8BAu;ba7ACDBCBf,14,20C,46
Pda805E560u;ba88DE9F1f,14,20C,46
Pda805D206u;ba745A604f,14,20C,46
Pda805BEACu;ba8F7FDA8f,14,20C,46
Pda805AB52u;ba6CA5EAEf,14,20C,45
Pda80597F8u;ba942880Cf,14,20C,45
Pda805849Fu;ba6C055E4f,14,20C,45
Pda8057145u;ba943F706f,14,20C,45
Pda8055DEBu;ba6BC08FAf,14,20C,45
Pda8054A91u;ba93CCC2Cf,14,20C,45
